customerID,phoneNumber,age,gender,planType,tenure,numDeviceOwned,numOfCalls,totalCallDuration,numOfSMS,dataUsage,prevMonthlyFee,totalFee,countOverduePayment,countBarSuspend,creditScore,applicationResult
32-4979890,681 497 2592,20,Male,Postpaid,69,1,6,23748.51,73,61.08,70.77,599.62,1,,83,1
79-8926266,458 145 8064,44,Male,Postpaid,69,1,114,21924.54,120,123.95,92.66,1315.73,,,92,1
90-2632856,447 431 2670,29,Female,Postpaid,70,1,110,25424.67,159,126.39,51.47,2694.52,,,65,1
39-4239397,733 324 4559,23,Male,Postpaid,70,1,97,13542.36,121,15.55,96.94,910.95,,,56,1
27-1061460,764 652 6594,41,Male,Prepaid,70,1,186,4328.45,56,27.97,86.22,441.2,1,1,83,1
29-3545550,211 753 8293,31,Male,Postpaid,71,1,28,27259.7,158,195.89,71.9,428.98,1,,77,1
43-3279959,224 664 7017,42,Female,Postpaid,71,1,38,10571.2,83,36.32,62.28,2255.29,,,56,1
46-9577802,749 223 1030,41,Female,Prepaid,71,1,169,24260.94,126,84.48,66.37,1302.46,,,80,1
21-3554077,740 721 2142,31,Male,Prepaid,72,1,5,12717.6,20,104.35,50.44,3579.68,,,66,1
89-7141088,318 164 2740,27,Male,Prepaid,72,1,53,6640.94,192,135.46,74.37,2869.07,,,65,1
21-6569663,205 938 1731,36,Male,Postpaid,72,1,114,25713.89,56,125.77,49.36,1169.54,,,77,1
55-0217561,534 164 7489,28,Female,Postpaid,72,1,109,13662.2,145,31.74,95.49,576.24,,,89,1
20-3419690,660 535 3537,39,Female,Postpaid,72,1,129,26029.15,152,117.59,35.3,3190.88,,1,59,1
74-6236227,448 350 1590,20,Female,Postpaid,72,1,54,20654.48,20,184.56,104.21,1648.39,,1,57,1
22-9909394,594 629 4686,31,Female,Prepaid,72,1,122,4379.16,193,9.62,48.01,1515.93,1,,55,1
15-3388677,358 854 3490,43,Female,Prepaid,72,1,73,11844.58,94,46.4,47.36,704.18,2,,69,1
99-9244129,858 375 3164,43,Male,Postpaid,72,1,198,20312.42,76,186.75,39.18,2739.83,1,,83,1
62-3001308,140 457 7341,26,Female,Postpaid,72,1,173,22606.29,33,167.33,98.31,1379.19,,,60,1
22-2990856,851 566 6192,21,Male,Postpaid,73,1,77,1714.19,128,110.53,76.14,618.62,1,1,77,1
08-8745490,224 422 9712,37,Male,Postpaid,73,1,5,13538.06,69,55.55,85.61,1947.15,1,,95,1
40-6494473,609 571 3247,33,Male,Postpaid,73,1,51,19049.07,3,193.08,92.79,511.21,1,1,62,1
66-5490574,730 715 7819,32,Female,Postpaid,73,1,102,17145.27,127,60.15,60.7,1723.85,1,,62,1
15-8746112,813 695 2290,23,Female,Postpaid,73,1,183,25219.97,139,69.8,66.53,733.74,,1,66,1
44-0392229,498 288 3967,40,Female,Postpaid,74,1,151,15660.79,6,48.85,84.65,1076.37,1,,70,1
37-4490814,999 289 3606,36,Male,Postpaid,74,1,182,11499.17,15,114.17,104.38,1785.96,,,93,1
03-9140300,723 461 1310,26,Female,Postpaid,74,1,147,19406.63,146,7.81,45.19,2597.93,1,,59,1
84-3494238,517 113 4071,29,Female,Postpaid,74,1,138,21794.98,120,176.88,40.52,2893.08,2,,55,1
21-2550368,965 939 0929,29,Male,Postpaid,74,1,200,7216.55,12,158.21,34.81,1688.27,2,,66,1
33-5227996,586 571 8357,40,Male,Postpaid,74,1,125,5481.53,13,102.24,59.59,1296.33,1,,88,1
25-0041351,627 719 2687,24,Male,Prepaid,74,1,78,21458.54,34,171.22,97.25,1401.8,2,,71,1
96-5081357,469 848 0735,39,Female,Postpaid,75,1,91,14625.87,20,69.87,99.94,2510.3,1,,56,1
50-1796428,802 603 2012,25,Male,Postpaid,75,1,28,19068.8,105,94.15,51.47,2624.09,,1,55,1
60-2669553,709 549 8313,44,Male,Postpaid,75,1,139,28428.37,192,53.69,66.31,1200.82,,1,63,1
22-9823977,612 448 9512,33,Male,Postpaid,75,1,145,3648.26,56,72.5,56.63,3577.45,,,66,1
72-4396811,565 874 1169,25,Male,Postpaid,75,1,3,6454.52,126,82.59,30.29,3579.81,2,,60,1
20-2294631,849 903 9929,19,Male,Prepaid,75,1,120,12248.72,12,177.72,54.24,1727.35,,,66,1
70-1433367,889 158 0875,41,Female,Postpaid,76,1,1,29098.13,181,168.45,66.75,869.45,1,,97,1
74-3613770,836 579 9256,21,Female,Postpaid,76,1,73,3716.31,64,120.25,39.08,2878.97,1,1,81,1
36-5478335,126 534 3068,44,Male,Postpaid,76,1,45,19255.93,184,106.49,32.4,1253.78,1,,54,1
87-2353881,741 742 4163,33,Male,Postpaid,76,1,50,22257.41,78,195.68,80.23,2164.8,,,66,1
96-2035564,870 561 7374,19,Female,Postpaid,76,1,61,18860.22,41,197.55,53.96,1972.72,2,,55,1
92-5077322,817 827 0727,25,Female,Postpaid,77,1,156,29014.94,83,81.81,82.28,2047.62,,,78,1
02-2032451,351 120 2600,19,Male,Postpaid,78,1,154,9721.47,113,5.86,91.37,2833.67,1,,53,1
80-7541324,732 842 5519,37,Female,Postpaid,78,1,22,100.05,51,42.42,49.06,726.52,1,,97,1
07-7868173,571 924 4258,38,Male,Prepaid,78,1,141,7565.42,28,105,90.27,2620.05,,1,70,1
64-8997277,331 780 5461,35,Male,Prepaid,78,1,27,7166.36,87,152.17,79.5,3470.45,1,,64,1
76-0726095,655 274 6229,42,Female,Prepaid,78,1,149,7688.09,162,196.06,90.03,158.04,,1,62,1
59-8410959,924 472 0578,33,Male,Postpaid,78,1,62,25722.48,192,147.99,69.56,1531.77,2,,79,1
68-8305946,288 846 6538,44,Female,Postpaid,79,1,129,8606.12,80,177.3,57.36,540.43,1,,52,1
97-6792421,835 767 1475,24,Female,Postpaid,79,1,149,745.56,147,41.37,102.83,3285.25,1,,76,1
31-1470076,565 115 4349,24,Female,Postpaid,79,1,26,27081.8,38,89.96,44.98,1446.14,1,,60,1
60-3251591,121 593 8513,21,Male,Postpaid,79,1,155,8098.9,144,119.5,96.15,3163.04,2,1,86,1
72-7105173,865 293 0946,27,Female,Postpaid,79,1,142,5582.22,134,181.92,71.1,2116.31,,,94,1
47-1295693,852 876 1424,33,Male,Postpaid,79,1,65,7498.76,136,24.22,85.33,527.56,,,67,1
77-1473366,306 887 7407,36,Female,Postpaid,79,1,76,1442.83,175,134.46,63.05,65.3,1,,60,1
17-2119412,273 615 5714,23,Male,Postpaid,79,1,77,21902.98,179,77.52,38.28,2583.43,2,,81,1
76-4497651,117 592 6253,43,Female,Postpaid,79,1,2,29932.99,52,61.04,100.34,1393.78,,1,69,1
21-8626051,699 220 4992,29,Female,Postpaid,79,1,70,29698.98,8,82.08,73.98,2278.34,,1,81,1
16-0076617,191 411 1151,39,Male,Postpaid,80,1,87,28830.4,92,101.38,36.07,3382.6,1,1,65,1
91-1513358,728 497 1626,30,Female,Prepaid,80,1,118,12171,17,98.57,93.08,1773.55,1,,80,1
65-5271322,397 989 2196,34,Male,Postpaid,80,1,144,3374.11,48,30.38,97.94,946.13,1,,59,1
77-0898562,303 560 0350,28,Male,Postpaid,80,1,147,21128.53,105,122.3,83.87,1568.38,,,98,1
43-6540916,630 792 1711,38,Female,Postpaid,80,1,183,28656.85,197,165.29,66.08,2696.55,1,,70,1
26-1653939,665 610 3122,44,Female,Postpaid,80,1,188,13820.02,189,32.6,44.31,1846.5,2,2,49,1
26-7568637,816 603 7332,33,Female,Prepaid,81,1,115,2027.74,151,171.13,69.83,730.03,,,96,1
00-8837242,612 905 9499,24,Male,Prepaid,81,1,4,6695.58,177,59.85,75.44,1227.88,1,,76,1
11-6961689,475 958 4480,21,Female,Postpaid,81,1,81,10509.01,97,74.9,99.65,2775.61,,,75,1
88-9117872,836 942 4943,41,Female,Postpaid,81,1,128,15004.93,10,78.06,49.64,1148.16,,1,93,1
73-2597442,678 223 9871,22,Male,Postpaid,82,1,98,7349.83,129,198.87,56.11,2654.32,,1,76,1
07-9105216,303 624 5622,41,Female,Postpaid,82,1,31,25805.58,191,43.11,102.04,1628.4,,,58,1
22-4757530,109 456 3906,32,Female,Prepaid,82,1,82,26356.41,76,199.13,31.92,2313.67,,,68,1
98-3149226,289 983 7537,26,Male,Postpaid,82,1,84,11779.59,131,23.98,95.27,609.38,1,1,56,1
53-0456853,311 364 3698,27,Male,Postpaid,82,1,108,19902.59,11,174.6,36.85,3110.46,1,,74,1
41-8796956,407 536 4823,29,Male,Postpaid,82,1,71,3086.7,94,59.53,40.1,1040.32,1,,66,1
61-5209327,344 314 6537,21,Male,Prepaid,82,1,165,25676.02,98,51.83,90.52,3486.69,,1,73,1
33-0452698,110 177 0328,38,Female,Postpaid,82,1,6,28111.62,155,5.64,75.1,2953.52,,1,56,1
29-4101658,266 124 0899,28,Female,Postpaid,83,1,196,14091.09,109,123.19,30.97,331.58,1,,81,1
09-0653192,486 272 7585,18,Male,Postpaid,83,1,89,859.23,58,100.74,76.53,2952.69,1,,55,1
14-2347062,118 807 3184,38,Male,Postpaid,83,1,140,20765.13,55,155.42,49.02,140.97,2,,55,1
58-0279143,758 574 9737,32,Female,Postpaid,83,1,129,29650.7,192,74.03,73.63,788.89,1,1,61,1
72-0757149,115 482 4861,22,Female,Postpaid,83,1,7,9611.46,11,166.29,73.31,2174.5,1,,54,1
01-1382527,313 292 3014,29,Male,Postpaid,83,1,195,18637.67,183,127.86,96.22,720.22,1,,89,1
75-5247619,557 773 9916,37,Male,Postpaid,83,1,26,7863.89,137,56.66,90.66,1341.89,1,,90,1
91-9012960,754 652 1691,34,Female,Postpaid,83,1,90,25268.79,112,12.05,71.04,1702.7,,1,58,1
44-0465182,375 895 7785,24,Male,Prepaid,83,1,154,29008.34,106,128.26,74.92,396.51,,,77,1
75-5638289,618 734 6225,40,Male,Postpaid,83,1,19,13036.73,167,81,64.86,3183.59,,1,66,1
94-0589877,601 432 8832,45,Female,Postpaid,83,1,37,11967.67,96,28.56,42.92,1676.19,,1,81,1
99-3154412,721 510 8211,28,Male,Prepaid,84,1,183,6777.78,2,45.12,86.52,655.04,1,,76,1
77-3878543,305 766 5256,35,Female,Postpaid,84,1,68,23564.69,80,117.39,49.5,3362.55,1,,93,1
10-4080541,653 486 3062,25,Female,Postpaid,84,1,40,15259.54,89,173.66,47.39,1870.14,,,89,1
58-4755432,161 307 8331,27,Female,Postpaid,85,1,101,4726.35,15,64.22,79.55,1597.67,,,94,1
93-1484129,136 671 3828,25,Male,Prepaid,85,1,55,19573.85,188,119.46,100.88,2371.64,2,,57,1
79-2097830,692 242 5673,42,Male,Postpaid,86,1,127,16093.12,178,55.46,104.9,1894.96,1,,80,1
76-8029277,787 537 7235,26,Male,Postpaid,86,1,174,5949.01,63,100.87,59.18,3224.16,,1,68,1
86-2116147,821 372 1088,32,Female,Postpaid,86,1,1,19845.33,92,35.93,90.9,217.96,1,,76,1
28-3418717,558 698 8531,37,Female,Postpaid,86,1,84,5869.89,142,79.5,96.97,3243.71,,1,63,1
89-1935751,610 978 5306,40,Male,Postpaid,87,1,162,11074.91,80,97.21,106.05,881.36,1,,85,1
33-2507261,713 675 3126,22,Female,Prepaid,87,1,175,18122.41,82,68.07,54.39,3259.82,,,72,1
73-3513711,759 486 5305,40,Male,Postpaid,87,1,148,18264.76,39,119.92,47.99,3214.71,,,61,1
97-8903290,586 881 1168,37,Male,Postpaid,87,1,147,21392.71,33,67.09,97.91,2015.99,1,1,64,1
22-3962119,198 455 7124,39,Male,Prepaid,87,1,129,4012.32,38,89.87,108.73,2051.16,1,1,73,1
39-6283184,504 798 0146,24,Male,Postpaid,88,1,175,12856.11,14,153.48,96.16,596.78,1,1,66,1
45-1518280,528 656 7485,34,Female,Postpaid,88,1,3,22200.28,35,189.08,90.35,2245.74,,1,97,1
69-4994260,249 479 8832,45,Male,Postpaid,88,1,93,15379.94,84,130.15,93.27,223.34,1,,70,1
43-5316614,558 745 4638,45,Female,Postpaid,88,1,17,2511.39,7,137.4,91.43,2040.04,,,66,1
95-5207596,594 546 2957,35,Female,Postpaid,88,1,197,25738.12,113,53.61,78.44,740.91,1,,80,1
05-7692226,675 532 3650,21,Female,Prepaid,89,1,10,23919.99,170,78.13,68.67,3010.45,1,1,58,1
27-0333411,365 956 7681,24,Female,Postpaid,89,1,121,9238.85,79,173.77,48.18,1967.38,1,1,59,1
89-9712469,467 809 6389,41,Male,Prepaid,89,1,176,3208.92,55,18.05,39.36,3280.58,2,1,51,1
71-9853668,705 125 9477,26,Male,Postpaid,89,1,26,5954.07,27,196.22,64.23,2855.8,,,93,1
41-7674210,810 754 3457,33,Female,Prepaid,89,1,148,27979,125,121.9,41.41,1173.81,,,83,1
59-0247236,507 209 9095,26,Male,Prepaid,89,1,151,18243.78,122,82.49,74.94,783.7,1,,88,1
13-6281589,408 232 1811,31,Female,Prepaid,89,1,158,10917.3,198,80.02,66.86,1797,,,94,1
77-0263647,450 319 5496,37,Female,Postpaid,89,1,31,16538.68,142,104.12,109.76,2907.28,1,,62,1
80-3816823,426 453 4018,32,Female,Prepaid,89,1,44,24040.68,91,92.53,43.36,2434.16,2,1,69,1
97-5231780,547 472 9059,20,Male,Postpaid,89,1,20,26565.94,82,155.72,44.22,3389.82,2,,95,1
95-3408550,216 526 5498,31,Male,Postpaid,89,1,142,28010.04,21,126.41,49.26,2645.18,,,58,1
77-8956407,830 770 2514,19,Male,Postpaid,90,1,90,3766.38,96,102.54,108.8,2169.66,1,,67,1
58-5982344,666 566 7773,34,Female,Postpaid,90,1,177,13737.91,174,165.74,44.86,2812.13,,,92,1
14-1289065,754 723 1157,30,Male,Postpaid,90,1,186,29837.15,119,20.5,102.1,2113.21,,1,71,1
19-7333213,990 988 8690,44,Female,Prepaid,90,1,105,16156.82,125,113.84,59.11,945.07,,,62,1
20-3136979,487 581 9849,22,Male,Postpaid,90,1,189,8044.73,54,80.48,98.35,2840.01,2,1,55,1
53-4530597,864 460 4736,38,Male,Prepaid,90,1,145,21887.68,137,149.12,86.63,2553.63,2,,66,1
12-4773590,249 260 2548,37,Male,Postpaid,90,1,35,7037.3,173,2.69,31.56,541.96,1,1,58,1
81-1207437,962 316 2734,20,Female,Postpaid,90,1,148,21725.42,97,147.41,75.55,2788.87,2,,53,1
55-1165967,394 507 9996,21,Female,Postpaid,90,1,16,21576.25,10,34.36,100.86,1577.1,1,,56,1
46-8052065,729 401 9323,42,Male,Postpaid,91,1,105,763,46,23.16,82.67,888.6,1,,94,1
32-8994600,466 313 7603,41,Male,Postpaid,91,1,74,21614.07,68,151.93,97.38,1269.65,,1,74,1
50-9602327,416 719 3749,43,Male,Postpaid,91,1,77,25574.42,33,56.91,35.34,978.77,1,,52,1
19-2621540,980 669 2822,45,Male,Prepaid,91,1,22,12172.36,36,137.92,69.85,2749.52,,1,88,1
30-3056362,971 244 7090,35,Male,Postpaid,92,1,122,28300.35,32,129.18,87.42,3390.23,,,100,1
06-1975866,606 104 9306,18,Female,Prepaid,92,1,26,28659.13,65,156.83,71.87,2667.56,1,,65,1
48-4231799,154 553 2086,39,Female,Prepaid,92,1,125,25769.66,31,62.56,54.26,1353.93,1,,75,1
30-8065119,236 950 3677,24,Male,Postpaid,92,1,18,8046.69,139,45.44,39.04,1259.18,1,,82,1
49-2604438,799 575 7901,22,Male,Postpaid,92,1,101,6095.25,130,21.79,43.54,1181.25,1,,84,1
59-5010404,320 106 9268,33,Male,Prepaid,92,1,146,15387.74,6,134.25,78.91,2924.2,1,,100,1
27-4361347,110 779 8030,43,Female,Postpaid,93,1,157,23327.15,119,100.88,33.32,3463.33,1,,59,1
29-4228186,428 374 6506,34,Male,Postpaid,93,1,132,5093.7,18,103.81,78.25,3345.5,1,1,84,1
76-2971919,609 863 3851,39,Male,Postpaid,93,1,63,20218.21,186,148.94,44.08,3536.41,,,52,1
64-6577395,307 246 8765,19,Male,Postpaid,93,1,33,2979.35,188,117.25,77.48,1949.33,,,77,1
78-6983443,582 398 0712,25,Female,Postpaid,93,1,196,11889.09,78,183.3,42.71,1999.87,1,1,72,1
09-1549629,546 350 0310,44,Female,Postpaid,93,1,5,15926.21,23,175.76,76.57,1546.88,2,,61,1
63-2736955,177 971 5934,26,Male,Postpaid,94,1,187,20657,169,26.65,104.11,134.63,2,,69,1
26-8312590,802 199 8756,20,Female,Postpaid,94,1,133,21116.29,147,22.69,60.86,42.96,2,,99,1
92-7417025,142 832 4541,18,Female,Postpaid,94,1,152,18229.94,154,26.43,55.41,2988.24,1,,91,1
53-3426560,766 180 2301,25,Male,Postpaid,94,1,150,1539.74,76,51.76,63.97,2618.08,,1,73,1
96-0749379,110 579 3823,22,Female,Postpaid,94,1,86,7424.49,114,16.23,109.83,2876.79,,,66,1
92-9387565,847 992 9941,25,Male,Prepaid,94,1,97,9215.93,85,129.83,57.5,114.4,1,1,84,1
95-9832963,681 901 6002,22,Male,Prepaid,94,1,95,23784.47,92,103.74,107.87,1277.77,1,,64,1
67-7255942,611 976 0570,40,Female,Prepaid,94,1,75,14129.29,56,104.45,64.14,2010.41,1,,78,1
13-3958972,924 667 6810,45,Male,Prepaid,95,1,33,19933.12,200,6.22,39.15,1555.18,,,89,1
86-7382210,306 597 6796,44,Male,Postpaid,95,1,28,12390.33,117,116.86,52.42,258.5,2,,51,1
87-1924274,986 590 3420,31,Male,Postpaid,95,1,28,10372.66,27,23.7,63.29,3095.69,1,,59,1
70-7774276,476 602 2841,25,Female,Postpaid,95,1,175,12136.75,47,85.2,69.02,3338.3,1,1,60,1
37-2749242,879 109 5936,31,Female,Postpaid,95,1,87,23946.52,187,158.47,35.2,2651.78,,1,82,1
58-4712012,510 332 7482,33,Female,Postpaid,95,1,170,28627.98,65,142.25,64.37,3171.19,2,1,77,1
33-6768440,837 250 1048,43,Female,Postpaid,95,1,94,24266.6,115,41.48,99,1232.71,1,,91,1
75-9790748,313 542 7149,40,Male,Postpaid,96,1,156,16395.45,100,62.59,43.9,3297.18,1,1,61,1
78-0839980,534 916 3457,26,Male,Postpaid,96,1,80,15392.22,84,105.14,46.88,3384.39,1,1,96,1
09-0605865,416 960 8836,23,Male,Postpaid,96,1,21,25068.61,3,34.02,33.14,3464.46,1,,98,1
12-5280103,385 936 5060,26,Female,Postpaid,96,1,27,22892.43,53,11.17,58.78,1130.64,,,79,1
09-4878071,542 644 8928,45,Female,Postpaid,96,1,161,9206.82,129,70.45,78.2,2555.71,1,1,51,1
75-0049494,357 301 9937,27,Male,Prepaid,97,1,86,11623.24,87,182.1,77.46,730.16,,,67,1
59-1157861,722 408 9756,32,Male,Postpaid,97,1,135,15626.96,48,170.4,68.2,3580.87,1,1,70,1
12-9437999,795 228 0464,40,Male,Prepaid,97,1,130,19921.69,46,164.11,89.93,54.61,1,1,55,1
75-1437708,205 787 2422,30,Female,Prepaid,97,1,161,23911.76,140,44.18,30.64,120.62,,1,70,1
98-0366381,242 894 6824,19,Male,Postpaid,97,1,151,3244.29,23,172.05,41.58,1471.45,,,82,1
68-7281692,370 894 4348,21,Female,Postpaid,97,1,31,245.93,111,113.54,86,3563.39,2,,99,1
57-3822379,497 189 2893,22,Male,Postpaid,97,1,141,20826.45,70,183.94,31.9,3156.31,2,1,67,1
71-2167845,330 422 8502,27,Female,Postpaid,98,1,50,10847.07,105,182.35,60.97,2612.26,,,80,1
75-8498830,365 565 8000,27,Female,Prepaid,98,1,23,8141.28,30,107.52,43.66,2839.04,1,1,70,1
31-1326038,937 623 7933,21,Male,Postpaid,98,1,164,19966.63,95,113.13,108.72,2512.21,2,,76,1
10-3793029,680 242 3623,40,Male,Postpaid,98,1,36,6735.8,134,14.65,49.04,3171.07,2,,77,1
35-7800433,746 367 6232,20,Male,Postpaid,99,1,97,16789.41,46,137.76,78.1,205.55,,,93,1
61-1306604,770 583 9274,27,Male,Postpaid,99,1,138,10692.34,140,40.11,45.18,2878.6,1,,65,1
78-9502674,477 135 9060,31,Male,Postpaid,99,1,173,20568.97,17,101.2,38.34,2764.81,2,,67,1
75-3873346,550 288 2724,22,Male,Postpaid,99,1,60,15921.16,109,65.82,97.87,2908.49,1,,75,1
99-9895972,129 651 5291,44,Male,Prepaid,99,1,116,23898.05,69,18.31,30.61,85.56,,,90,1
11-9012674,536 403 2659,22,Female,Prepaid,100,1,51,6275.72,41,84.67,95.81,1513.61,,1,65,1
25-7380637,785 696 8336,32,Male,Postpaid,100,1,172,18457.33,106,145.69,86.38,3285.55,,,100,1
56-5567879,471 124 2825,42,Male,Postpaid,100,1,25,6752.47,126,96.76,55.85,1552.22,,,88,1
38-2098592,196 801 2204,41,Male,Prepaid,100,1,171,4118.23,85,35.7,61.78,2936.47,,,98,1
95-4497202,219 555 4211,39,Male,Prepaid,101,1,26,20989.11,165,27.91,31.76,1047,1,,51,1
38-4469940,528 369 3829,34,Female,Postpaid,101,1,87,22730.97,29,31.31,100.18,2588.05,1,,81,1
02-7694827,703 723 9646,18,Male,Postpaid,101,1,71,28530.26,156,32.58,96.33,309.52,2,1,51,1
65-1413880,984 928 8140,33,Female,Postpaid,101,1,163,28442.25,68,146.24,87.81,2053.51,,1,66,1
99-6089416,340 550 6846,19,Female,Postpaid,101,1,54,25236.25,43,33.71,36.88,613.37,,1,70,1
76-6415278,896 698 2913,36,Male,Postpaid,102,1,105,25989.44,35,148.96,44.47,1993,,,92,1
94-1581857,194 287 1198,23,Female,Postpaid,102,1,162,28603.09,8,3.57,44.35,809.74,2,,57,1
33-4583912,253 195 9911,25,Female,Postpaid,102,1,178,12646.7,119,165.07,41.9,2097.36,,1,54,1
42-1199137,759 547 8586,29,Male,Postpaid,102,1,185,10326.64,57,72.47,76.58,200.42,,,66,1
96-7399093,354 865 6401,39,Male,Postpaid,102,1,14,7340.49,75,176.23,70.77,1563.36,1,,77,1
24-5101722,644 618 5865,27,Female,Postpaid,102,1,17,1265.78,146,75.34,51.85,113.44,2,1,63,1
42-1917771,813 739 2386,19,Female,Postpaid,102,1,93,13086.84,187,162.7,58.94,2067.15,2,,55,1
84-1875789,757 177 9537,38,Female,Postpaid,102,1,116,2541.73,173,6.17,86.06,711.59,1,,64,1
01-0292751,784 585 1469,37,Female,Postpaid,102,1,187,4486.76,66,42.9,38.66,641.63,2,,55,1
72-4096011,622 358 5518,44,Female,Postpaid,103,1,151,11305.3,34,29.3,72.74,2406.73,1,,53,1
89-2311228,311 995 2763,37,Female,Postpaid,103,1,85,26154.88,97,28.44,84.42,584.09,,,67,1
62-1419480,260 936 5239,40,Male,Prepaid,103,1,152,9580.49,25,94.54,73.94,2032.38,1,,75,1
50-4369696,126 172 7417,34,Female,Prepaid,103,1,189,21476.14,101,1.24,44.02,1907.39,2,1,92,1
46-5382155,135 102 5462,19,Female,Postpaid,103,1,17,9715.2,38,61,82.07,2986.97,1,,79,1
24-9349980,774 562 0543,45,Female,Postpaid,103,1,15,2156.03,106,13.51,59.59,228.11,,1,95,1
77-7131885,180 159 4390,22,Female,Postpaid,103,1,161,16169.64,106,176.38,48.84,604,2,1,75,1
82-1958322,596 412 3465,23,Female,Prepaid,104,1,194,11397.59,81,144.44,92.06,2065.58,1,,77,1
55-4410264,273 276 1772,28,Male,Postpaid,104,1,174,29700.57,138,117.64,76.26,1113.09,1,1,60,1
11-3405053,680 850 6169,25,Female,Prepaid,104,1,84,12494.21,106,125.94,31.16,2023.56,1,,63,1
98-3054735,790 968 4576,22,Male,Postpaid,104,1,8,28794.35,38,176.83,76.3,226.3,2,,65,1
66-1639437,204 295 0976,30,Male,Postpaid,104,1,33,28243.04,75,80.31,93.37,2121.05,1,,57,1
18-4334790,375 551 0960,31,Male,Postpaid,104,1,2,14432.74,93,28.99,88.53,1158.44,2,,56,1
56-4750181,746 478 8923,44,Male,Postpaid,104,1,39,20319.58,5,113.02,88.65,3381.73,1,,82,1
53-3486417,972 597 9623,33,Female,Postpaid,104,1,177,6574.69,196,63.43,85.8,297.51,1,,64,1
82-0072112,580 323 3887,21,Male,Postpaid,104,1,119,20698.15,14,115.92,103.76,2699.9,1,,86,1
01-0085378,107 251 4937,19,Female,Postpaid,104,1,173,13826.7,119,91.25,80.96,1746.45,1,,54,1
48-6566794,507 324 8600,39,Male,Postpaid,104,1,6,912.83,149,58.47,81.79,800.55,1,,88,1
00-6325539,406 239 5331,41,Female,Postpaid,105,1,195,22192.34,103,109.77,97.25,2367.12,,1,63,1
52-9819460,159 431 6063,32,Male,Prepaid,105,1,65,7202.37,178,109.2,58.64,3277.12,2,,73,1
60-3264447,120 290 7570,30,Female,Postpaid,105,1,82,25490.22,50,123.6,56.66,1745.05,1,,65,1
49-8304491,754 335 7467,30,Male,Postpaid,105,1,137,7004.25,49,77.22,43.23,1891.24,2,,59,1
61-3748147,333 926 2291,30,Female,Postpaid,105,1,28,28871.48,68,194.44,48.14,2158.88,2,,83,1
16-0544880,452 842 1297,26,Male,Postpaid,105,1,127,22379.59,59,164.03,38.13,916.5,1,,61,1
73-1783897,611 300 5509,24,Female,Postpaid,105,1,43,24064.82,139,163.09,42.01,1060.92,,,99,1
02-1379266,222 690 1964,21,Female,Postpaid,105,1,173,20555.99,86,104.18,74.57,2640.71,1,1,72,1
23-4076200,327 305 3660,45,Female,Prepaid,106,1,14,15198.91,147,180.73,66.15,2514.78,1,,74,1
70-8022992,925 912 5357,22,Male,Postpaid,106,1,40,6537.36,56,91.25,61.51,3550,1,,68,1
43-5986393,759 948 3871,32,Female,Prepaid,106,1,170,9445.75,29,7.65,48.47,1815.25,,,99,1
99-3064857,464 539 9907,39,Male,Postpaid,106,1,99,21217.75,116,61.27,57.05,999.78,1,,90,1
72-7588146,589 418 2970,31,Female,Prepaid,106,1,52,21986.91,150,71.78,83.22,3378.73,1,,77,1
80-8219293,926 602 9591,23,Male,Postpaid,106,1,93,19737.3,9,36.21,73.64,3345.25,,1,80,1
24-4112069,542 486 5507,33,Male,Postpaid,106,1,116,16077.12,46,21.34,94.24,1795.63,1,,82,1
30-0651160,750 959 0944,23,Female,Postpaid,106,1,108,26694.65,31,184.12,36.02,1672.97,1,,98,1
55-3039555,834 880 3146,25,Male,Postpaid,107,1,67,5655.1,42,122.96,81.69,2924.37,,,85,1
87-4181930,802 912 0050,24,Male,Postpaid,107,1,17,21367.98,143,88.95,104.67,84.84,2,1,60,1
73-3401983,880 712 1712,29,Female,Postpaid,107,1,156,15689.05,19,33.57,83.56,1558.12,2,1,77,1
15-9295101,547 926 7463,20,Female,Postpaid,107,1,192,14874.12,75,75.8,78.28,2374.77,1,1,61,1
68-4420575,706 858 1560,33,Female,Postpaid,107,1,25,9548.15,152,120.95,102.42,831.89,,,77,1
41-8529152,566 918 3937,45,Female,Postpaid,108,1,111,23817.28,143,87.39,59.01,1269.33,1,,63,1
36-6813724,116 537 3141,19,Male,Prepaid,108,1,26,3882.92,40,122.59,95.01,2760.89,2,1,96,1
13-7590027,530 374 1267,44,Male,Postpaid,108,1,195,26883.73,184,29.67,73.08,3000.57,,,89,1
85-8029701,754 363 1921,30,Male,Prepaid,108,1,192,26594.27,137,36.26,62.03,2581.4,1,,64,1
43-6884851,259 777 4889,19,Female,Postpaid,109,1,65,16299.74,147,108.58,64.36,1473.11,1,,68,1
14-9750703,760 934 4208,32,Female,Postpaid,109,1,198,19233.35,122,142.88,85.69,2396.99,,,84,1
16-1229808,784 326 2485,43,Male,Postpaid,109,1,135,10983.57,197,30.07,44,1237.37,1,,65,1
12-3275593,823 191 7073,37,Male,Postpaid,109,1,127,1977.81,172,43.22,46.68,3315.66,1,,91,1
92-0549366,940 615 8365,21,Male,Postpaid,109,1,72,4043.78,172,47.71,61.9,1218.04,1,1,60,1
38-8301278,378 967 2190,36,Female,Postpaid,109,1,116,16593.33,144,55.94,73.86,164.32,2,1,51,1
